recno,HD,HR,HIP,Fl,Bayer,Cst,SimbadName
1,28,3,443,33,,Psc,HD     28
2,87,4,476,86,,Peg,HD     87
3,144,7,531,10,,Cas,HD    144
4,315,11,635,4,,Cet,HD    315
5,352,14,664,5,,Cet,HD    352
6,358,15,677,21,alf,And,HD    358
7,432,21,746,11,bet,Cas,HD    432
8,448,22,729,87,,Peg,HD    448
9,493,24,761,,kap01,Scl,HD    493
10,496,25,765,,eps,Phe,HD    496
11,560,26,813,34,,Psc,HD    560
12,571,27,841,22,,And,HD    571
13,636,30,814,,gam03,Oct,HD    636
14,693,33,910,6,,Cet,HD    693
15,720,34,930,,kap02,Scl,HD    720
16,739,35,950,,the,Scl,HD    739
17,886,39,1067,88,gam,Peg,HD    886
18,905,41,1086,23,,And,HD    905
19,1013,45,1168,89,chi,Peg,HD   1013
20,1038,48,1170,7,,Cet,HD   1038
21,1061,50,1196,35,,Psc,HD   1061
22,1227,59,1319,36,,Psc,HD   1227
23,1280,63,1366,24,the,And,HD   1280
24,1317,,1392,38,,Psc,HD   1317
25,1337,65,1415,,AO,Cas,HD   1337
26,1404,68,1473,25,sig,And,HD   1404
27,1438,70,1501,26,,And,HD   1438
28,1522,74,1562,8,iot,Cet,HD   1522
29,1563,,1595,40,,Psc,HD   1563
30,1581,77,1599,,zet,Tuc,HD   1581
31,1635,80,1645,41,d,Psc,HD   1635
32,1671,82,1686,27,rho,And,HD   1671
33,1685,83,1647,,pi.,Tuc,HD   1685
34,1737,84,1708,,iot,Scl,HD   1737
35,1760,85,1728,,T,Cet,HD   1760
36,1796,86,1772,42,,Psc,HD   1796
37,1835,88,1803,9,,Cet,HD   1835
39,2011,93,1960,12,,Cas,HD   2011
40,2051,,1902,,ksi,Tuc,HD   2051
41,2114,97,2006,44,,Psc,HD   2114
42,2140,,2025,45,,Psc,HD   2140
43,2151,98,2021,,bet,Hyi,HD   2151
44,2261,99,2081,,alf,Phe,HD   2261
45,2262,100,2072,,kap,Phe,HD   2262
46,2273,101,2100,10,,Cet,HD   2273
47,2410,,2213,46,,Psc,HD   2410
48,2411,103,2219,47,TV,Psc,HD   2411
49,2429,105,2210,,eta,Scl,HD   2429
50,2436,106,2224,48,,Psc,HD   2436
51,2628,114,2355,28,,And,HD   2628
52,2637,117,2353,12,,Cet,HD   2637
53,2729,121,2474,13,,Cas,HD   2729
54,2772,123,2505,14,lam,Cas,HD   2772
55,2834,125,2472,,lam01,Phe,HD   2834
56,2884,126,2484,,bet01,Tuc,HD   2884
57,2885,127,2487,,bet02,Tuc,HD   2885
58,2905,130,2599,15,kap,Cas,HD   2905
59,2910,131,2568,52,,Psc,HD   2910
60,2913,132,2548,51,,Psc,HD   2913
61,3003,136,2578,,bet03,Tuc,HD   3003
62,3038,137,2707,16,,Cas,HD   3038
63,3112,139,2629,,the,Tuc,HD   3112
64,3196,142,2762,13,,Cet,HD   3196
65,3229,143,2787,14,,Cet,HD   3229
66,3302,147,2802,,lam02,Phe,HD   3302
67,3360,153,2920,17,zet,Cas,HD   3360
68,3369,154,2912,29,pi.,And,HD   3369
69,3379,155,2903,53,,Psc,HD   3379
70,3512,,2994,15,,Cet,HD   3512
71,3546,163,3031,30,eps,And,HD   3546
72,3627,165,3092,31,del,And,HD   3627
73,3651,166,3093,54,,Psc,HD   3651
74,3690,167,3138,55,,Psc,HD   3690
75,3712,168,3179,18,alf,Cas,HD   3712
76,3817,175,3231,32,,And,HD   3817
77,3901,179,3300,19,ksi,Cas,HD   3901
78,3919,180,3245,,mu.,Phe,HD   3919
79,3980,183,3277,,ksi,Phe,HD   3980
80,4058,184,3414,20,pi.,Cas,HD   4058
81,4065,185,3356,,lam01,Scl,HD   4065
82,4089,187,3330,,rho,Tuc,HD   4089
83,4128,188,3419,16,bet,Cet,HD   4128
84,4142,189,3478,68,,Cas,HD   4142
85,4150,191,3405,,eta,Phe,HD   4150
86,4161,192,3572,21,YZ,Cas,HD   4161
87,4180,193,3504,22,omi,Cas,HD   4180
88,4188,194,3455,17,phi01,Cet,HD   4188
89,4211,195,3456,,lam02,Scl,HD   4211
90,4307,203,3559,18,,Cet,HD   4307
91,4382,208,3721,23,,Cas,HD   4382
92,4408,211,3632,57,,Psc,HD   4408
93,4482,213,3675,58,,Psc,HD   4482
94,4490,214,3685,59,,Psc,HD   4490
95,4502,215,3693,34,zet,And,HD   4502
96,4526,216,3697,60,,Psc,HD   4526
97,4568,217,3730,61,,Psc,HD   4568
98,4614,219,3821,24,eta,Cas,HD   4614
99,4627,221,3760,62,,Psc,HD   4627
100,4636,223,3801,25,nu.,Cas,HD   4636
101,4656,224,3786,63,del,Psc,HD   4656
102,4676,225,3810,64,,Psc,HD   4676
103,4727,226,3881,35,nu.,And,HD   4727
104,4757,230,3885,65,i,Psc,HD   4757
106,4813,235,3909,19,phi02,Cet,HD   4813
107,4815,236,3781,,lam,Hyi,HD   4815
108,4919,242,3949,,rho,Phe,HD   4919
109,5112,248,4147,20,,Cet,HD   5112
110,5190,252,4084,,lam01,Tuc,HD   5190
111,5234,253,4292,26,ups01,Cas,HD   5234
112,5267,254,4267,66,,Psc,HD   5267
113,5268,255,4257,21,,Cet,HD   5268
114,5286,258,4288,36,,And,HD   5286
115,5382,262,4366,67,k,Psc,HD   5382
116,5394,264,4427,27,gam,Cas,HD   5394
117,5395,265,4422,28,ups02,Cas,HD   5395
118,5437,267,4371,22,phi03,Cet,HD   5437
119,5448,269,4436,37,mu.,And,HD   5448
120,5457,270,4293,,lam02,Tuc,HD   5457
121,5516,271,4463,38,eta,And,HD   5516
122,5575,274,4510,68,h,Psc,HD   5575
123,5679,,4843,,ups,Cep,HD   5679
124,5722,279,4587,23,phi04,Cet,HD   5722
125,5737,280,4577,,alf,Scl,HD   5737
126,5848,285,5372,2,,UMi,HD   5848
127,6055,288,4770,,ksi,Scl,HD   6055
128,6116,290,4903,39,,And,HD   6116
129,6118,291,4889,69,sig,Psc,HD   6118
130,6178,293,4852,,sig,Scl,HD   6178
131,6186,294,4906,71,eps,Psc,HD   6186
132,6192,295,4829,,ome,Phe,HD   6192
133,6203,296,4914,25,,Cet,HD   6203
134,6288,301,4979,26,,Cet,HD   6288
135,6386,307,5074,73,,Psc,HD   6386
136,6397,308,5081,72,,Psc,HD   6397
137,6456,310,5131,74,psi01,Psc,HD   6456
138,6457,311,5132,74,psi01,Psc,HD   6457
139,6476,,5175,76,,Psc,HD   6476
140,6479,313,5141,77,,Psc,HD   6479
141,6480,314,5144,77,,Psc,HD   6480
142,6482,315,5121,27,,Cet,HD   6482
143,6530,317,5164,28,,Cet,HD   6530
144,6557,319,5204,75,,Psc,HD   6557
145,6582,321,5336,30,mu.,Cas,HD   6582
146,6595,322,5165,,bet,Phe,HD   6595
147,6658,324,5317,41,,And,HD   6658
148,6680,327,5319,78,,Psc,HD   6680
149,6695,328,5310,79,psi02,Psc,HD   6695
150,6706,329,5296,30,,Cet,HD   6706
151,6734,,5315,29,,Cet,HD   6734
152,6763,330,5346,80,e,Psc,HD   6763
153,6767,331,5300,,ups,Phe,HD   6767
154,6793,332,5268,,iot,Tuc,HD   6793
155,6805,334,5364,31,eta,Cet,HD   6805
156,6811,335,5434,42,phi,And,HD   6811
157,6829,336,5518,31,,Cas,HD   6829
158,6860,337,5447,43,bet,And,HD   6860
159,6882,338,5348,,zet,Phe,HD   6882
160,6903,339,5454,81,psi03,Psc,HD   6903
161,6920,340,5493,44,,And,HD   6920
162,6961,343,5542,33,the,Cas,HD   6961
163,6972,345,5589,32,,Cas,HD   6972
164,6976,346,5485,32,,Cet,HD   6976
165,7014,347,5510,33,,Cet,HD   7014
166,7019,348,5550,45,,And,HD   7019
167,7034,349,5544,82,g,Psc,HD   7034
168,7087,351,5571,84,chi,Psc,HD   7087
169,7106,352,5586,83,tau,Psc,HD   7106
170,7147,353,5594,34,,Cet,HD   7147
171,7218,,5646,35,,Cet,HD   7218
172,7318,360,5742,85,phi,Psc,HD   7318
173,7344,361,5737,86,zet,Psc,HD   7344
174,7345,362,5743,86,zet,Psc,HD   7345
175,7374,364,5778,87,,Psc,HD   7374
176,7439,366,5799,37,,Cet,HD   7439
177,7446,367,5824,88,,Psc,HD   7446
178,7476,368,5833,38,,Cet,HD   7476
179,7570,370,5862,,nu.,Phe,HD   7570
180,7672,373,5951,39,,Cet,HD   7672
181,7727,,5985,40,,Cet,HD   7727
183,7788,377,5896,,kap,Tuc,HD   7788
184,7804,378,6061,89,f,Psc,HD   7804
185,7927,382,6242,34,phi,Cas,HD   7927
186,7964,383,6193,90,ups,Psc,HD   7964
187,8003,384,6312,35,,Cas,HD   8003
188,8036,385,6226,42,,Cet,HD   8036
189,8126,389,6315,91,l,Psc,HD   8126
190,8207,390,6411,46,ksi,And,HD   8207
191,8335,393,6429,43,,Cet,HD   8335
192,8374,395,6514,47,,And,HD   8374
193,8491,399,6692,36,psi,Cas,HD   8491
194,8511,401,6539,44,,Cet,HD   8511
195,8512,402,6537,45,the,Cet,HD   8512
196,8538,403,6686,37,del,Cas,HD   8538
197,8705,412,6670,46,,Cet,HD   8705
198,8723,413,6706,93,rho,Psc,HD   8723
199,8763,414,6732,94,,Psc,HD   8763
200,8799,417,6813,48,ome,And,HD   8799
201,8829,421,6748,47,,Cet,HD   8829
202,8875,,6815,95,,Psc,HD   8875
203,8879,423,6759,,R,Scl,HD   8879
204,8890,424,11767,1,alf,UMi,HD   8890
205,9021,427,7078,38,,Cas,HD   9021
206,9053,429,6867,,gam,Phe,HD   9053
207,9057,430,6999,49,A,And,HD   9057
208,9100,432,6981,97,,Psc,HD   9100
209,9132,433,6960,48,,Cet,HD   9132
210,9138,434,7007,98,mu.,Psc,HD   9138
211,9270,437,7097,99,eta,Psc,HD   9270
212,9362,440,7083,,del,Phe,HD   9362
213,9408,442,7294,39,chi,Cas,HD   9408
214,9656,,7364,100,,Psc,HD   9656
215,9672,451,7345,49,,Cet,HD   9672
216,9766,455,7436,101,,Psc,HD   9766
217,9774,456,7650,40,,Cas,HD   9774
218,9826,458,7513,50,ups,And,HD   9826
219,9856,459,7450,50,,Cet,HD   9856
220,9906,462,7463,,tau,Scl,HD   9906
221,9919,463,7535,102,pi.,Psc,HD   9919
222,9927,464,7607,51,,And,HD   9927
223,10072,469,7719,52,chi,And,HD  10072
224,10135,,7710,104,,Psc,HD  10135
225,10144,472,7588,,alf,Eri,HD  10144
226,10164,475,7740,105,,Psc,HD  10164
227,10205,477,7818,53,tau,And,HD  10205
228,10221,478,7965,43,,Cas,HD  10221
229,10250,480,8016,42,,Cas,HD  10250
230,10360,486,7751,,p,Eri,HD  10360
232,10380,489,7884,106,nu.,Psc,HD  10380
233,10425,491,8046,44,,Cas,HD  10425
234,10476,493,7981,107,,Psc,HD  10476
235,10516,496,8068,,phi,Per,HD  10516
236,10537,497,7955,,pi.,Scl,HD  10537
237,10647,506,7978,,q01,Eri,HD  10647
238,10697,508,8159,109,,Psc,HD  10697
239,10700,509,8102,52,tau,Cet,HD  10700
240,10761,510,8198,110,omi,Psc,HD  10761
241,10830,514,8209,,eps,Scl,HD  10830
242,10845,515,8271,3,,Ari,HD  10845
243,10859,516,7879,,tau01,Hyi,HD  10859
244,10934,519,8240,120,,Phe,HD  10934
245,10939,520,8241,,q02,Eri,HD  10939
246,10982,522,8387,4,,Ari,HD  10982
247,11154,530,8544,1,,Ari,HD  11154
249,11171,531,8497,53,chi,Cet,HD  11171
250,11241,533,8704,1,,Per,HD  11241
251,11257,534,8588,54,,Cet,HD  11257
252,11291,536,8714,2,,Per,HD  11291
253,11353,539,8645,55,zet,Cet,HD  11353
254,11415,542,8886,45,eps,Cas,HD  11415
255,11428,543,8814,55,,And,HD  11428
256,11443,544,8796,2,alf,Tri,HD  11443
257,11502,546,8832,5,gam01,Ari,HD  11502
259,11529,548,9009,46,ome,Cas,HD  11529
260,11559,549,8833,111,ksi,Psc,HD  11559
261,11604,550,8366,,tau02,Hyi,HD  11604
262,11636,553,8903,6,bet,Ari,HD  11636
263,11695,555,8837,,psi,Phe,HD  11695
264,11733,,8751,,eta01,Hyi,HD  11733
265,11749,557,9021,56,,And,HD  11749
266,11753,558,8882,,phi,Phe,HD  11753
267,11763,559,8993,7,,Ari,HD  11763
268,11909,563,9110,8,iot,Ari,HD  11909
269,11930,565,9061,56,,Cet,HD  11930
270,11937,566,9007,,chi,Eri,HD  11937
271,11949,568,9222,3,,Per,HD  11949
272,11973,569,9153,9,lam,Ari,HD  11973
273,11977,570,8928,,eta02,Hyi,HD  11977
274,12020,,9165,58,,Cet,HD  12020
275,12021,,9155,58,,Cet,HD  12021
276,12111,575,9480,48,A,Cas,HD  12111
277,12211,,9383,,chi,Tri,HD  12211
278,12216,580,9598,50,,Cas,HD  12216
279,12230,581,9727,47,,Cas,HD  12230
280,12235,582,9353,112,,Psc,HD  12235
281,12255,583,9326,57,,Cet,HD  12255
282,12274,585,9347,59,ups,Cet,HD  12274
283,12279,586,9564,52,,Cas,HD  12279
284,12301,589,9573,53,,Cas,HD  12301
285,12303,590,9505,4,g,Per,HD  12303
286,12311,591,9236,,alf,Hyi,HD  12311
287,12339,592,9763,49,,Cas,HD  12339
288,12363,593,8991,,sig,Hyi,HD  12363
289,12438,594,9440,,pi.,For,HD  12438
290,12446,595,9487,113,alf,Psc,HD  12446
292,12471,599,9570,3,eps,Tri,HD  12471
293,12524,602,9459,,chi,Phe,HD  12524
294,12533,603,9640,57,gam01,And,HD  12533
296,12558,605,9621,10,,Ari,HD  12558
297,12573,607,9589,60,,Cet,HD  12573
298,12641,610,9631,61,,Cet,HD  12641
299,12767,612,9677,,nu.,For,HD  12767
300,12800,,10031,54,,Cas,HD  12800
301,12869,613,9836,12,kap,Ari,HD  12869
302,12885,615,9859,11,,Ari,HD  12885
303,12929,617,9884,13,alf,Ari,HD  12929
304,13041,620,9977,58,,And,HD  13041
305,13161,622,10064,4,bet,Tri,HD  13161
306,13174,623,10053,14,,Ari,HD  13174
307,13267,627,10227,5,,Per,HD  13267
308,13294,628,10176,59,,And,HD  13294
309,13295,629,10180,59,,And,HD  13295
310,13325,631,10155,15,,Ari,HD  13325
311,13363,633,10203,16,,Ari,HD  13363
312,13372,634,10220,5,,Tri,HD  13372
313,13421,635,10212,64,,Cet,HD  13421
314,13468,639,10234,63,,Cet,HD  13468
315,13474,640,10438,55,,Cas,HD  13474
316,13480,642,10280,6,,Tri,HD  13480
317,13520,643,10340,60,b,And,HD  13520
318,13530,645,10366,6,,Per,HD  13530
319,13555,646,10306,17,eta,Ari,HD  13555
320,13596,648,10328,19,,Ari,HD  13596
321,13611,649,10324,65,ksi01,Cet,HD  13611
322,13612,650,10305,66,,Cet,HD  13612
323,13709,652,10320,,mu.,For,HD  13709
324,13869,655,10559,7,,Tri,HD  13869
325,13871,656,10540,20,,Ari,HD  13871
326,13872,657,10535,21,,Ari,HD  13872
327,13974,660,10644,8,del,Tri,HD  13974
328,13982,661,10718,8,,Per,HD  13982
329,13994,662,10729,7,chi,Per,HD  13994
330,14055,664,10670,9,gam,Tri,HD  14055
331,14129,666,10642,67,,Cet,HD  14129
332,14141,667,10418,,pi.01,Hyi,HD  14141
333,14191,669,10732,22,the,Ari,HD  14191
334,14212,670,10819,62,c,And,HD  14212
335,14228,674,10602,,phi,Eri,HD  14228
336,14252,675,10793,10,,Tri,HD  14252
337,14287,678,10513,,pi.02,Hyi,HD  14287
338,14386,681,10826,68,omi,Cet,HD  14386
339,14392,682,10944,63,,And,HD  14392
340,14489,685,11060,9,i,Per,HD  14489
341,14652,689,11021,69,,Cet,HD  14652
342,14690,691,11046,70,,Cet,HD  14690
343,14770,694,11220,64,,And,HD  14770
344,14802,695,11072,,kap,For,HD  14802
345,14818,696,11279,10,,Per,HD  14818
346,14872,699,11313,65,,And,HD  14872
347,14951,702,11249,24,ksi,Ari,HD  14951
348,15004,704,11261,71,,Cet,HD  15004
349,15008,705,11001,,del,Hyi,HD  15008
350,15089,707,11569,,iot,Cas,HD  15089
351,15130,708,11345,72,rho,Cet,HD  15130
352,15138,709,11465,66,,And,HD  15138
353,15176,712,11432,11,,Tri,HD  15176
354,15228,,11427,25,,Ari,HD  15228
355,15233,714,11258,,lam,Hor,HD  15233
356,15248,715,11095,,kap,Hyi,HD  15248
357,15257,717,11486,12,,Tri,HD  15257
358,15318,718,11484,73,ksi02,Cet,HD  15318
359,15335,720,11548,13,,Tri,HD  15335
360,15371,721,11407,,kap,Eri,HD  15371
361,15427,724,11477,,phi,For,HD  15427
362,15550,729,11678,26,,Ari,HD  15550
363,15596,731,11698,27,,Ari,HD  15596
364,15656,736,11784,14,,Tri,HD  15656
365,15779,739,11791,75,,Cet,HD  15779
366,15798,740,11783,76,sig,Cet,HD  15798
367,15814,741,11843,29,,Ari,HD  15814
368,15975,744,11867,,lam01,For,HD  15975
369,16046,749,11918,,ome,For,HD  16046
370,16058,750,12086,15,,Tri,HD  16058
371,16074,752,12002,77,,Cet,HD  16074
372,16141,,12048,79,,Cet,HD  16141
373,16161,754,12093,78,nu.,Cet,HD  16161
374,16212,759,12107,80,,Cet,HD  16212
375,16232,764,12184,30,,Ari,HD  16232
376,16234,763,12153,31,,Ari,HD  16234
377,16246,765,12189,30,,Ari,HD  16246
378,16307,767,12122,,iot01,For,HD  16307
379,16400,771,12247,81,,Cet,HD  16400
380,16417,772,12186,,lam02,For,HD  16417
381,16432,773,12332,32,nu.,Ari,HD  16432
382,16522,776,11757,,mu.,Hyi,HD  16522
383,16538,777,12288,,iot02,For,HD  16538
384,16555,778,12225,,eta,Hor,HD  16555
385,16582,779,12387,82,del,Cet,HD  16582
386,16620,781,12390,83,eps,Cet,HD  16620
387,16628,782,12489,33,,Ari,HD  16628
388,16727,785,12692,11,,Per,HD  16727
389,16739,788,12623,12,,Per,HD  16739
390,16754,789,12413,,s,Eri,HD  16754
391,16765,790,12530,84,,Cet,HD  16765
392,16811,793,12640,34,mu.,Ari,HD  16811
393,16815,794,12486,,iot,Eri,HD  16815
394,16861,797,12647,85,,Cet,HD  16861
395,16895,799,12777,13,the,Per,HD  16895
396,16901,800,12768,14,,Per,HD  16901
397,16908,801,12719,35,,Ari,HD  16908
398,16920,802,12484,,zet,Hor,HD  16920
399,16970,804,12706,86,gam,Cet,HD  16970
400,16978,806,12394,,eps,Hyi,HD  16978
401,17017,808,12784,36,,Ari,HD  17017
402,17036,809,12803,37,omi,Ari,HD  17036
403,17051,810,12653,,iot,Hor,HD  17051
404,17081,811,12770,89,pi.,Cet,HD  17081
405,17093,812,12832,38,,Ari,HD  17093
406,17094,813,12828,87,mu.,Cet,HD  17094
407,17138,815,13133,,RZ,Cas,HD  17138
408,17206,818,12843,1,tau01,Eri,HD  17206
409,17361,824,13061,39,,Ari,HD  17361
410,17459,828,13108,40,,Ari,HD  17459
411,17463,829,13367,,SU,Cas,HD  17463
412,17504,833,12871,,gam,Hor,HD  17504
413,17506,834,13268,15,eta,Per,HD  17506
414,17528,835,13040,,eta01,For,HD  17528
415,17543,836,13165,42,pi.,Ari,HD  17543
416,17566,837,12876,,zet,Hyi,HD  17566
417,17573,838,13209,41,c,Ari,HD  17573
418,17584,840,13254,16,,Per,HD  17584
419,17652,841,13147,,bet,For,HD  17652
420,17709,843,13328,17,,Per,HD  17709
421,17713,844,13197,,gam01,For,HD  17713
422,17729,845,13202,,gam02,For,HD  17729
423,17769,847,13327,43,sig,Ari,HD  17769
424,17793,848,13225,,eta02,For,HD  17793
425,17824,850,13288,2,tau02,Eri,HD  17824
426,17829,851,13265,,eta03,For,HD  17829
427,17848,852,13141,,nu.,Hor,HD  17848
428,17878,854,13531,18,tau,Per,HD  17878
430,17904,855,13490,20,,Per,HD  17904
431,18091,,13579,44,rho01,Ari,HD  18091
432,18149,863,13473,,psi,For,HD  18149
433,18191,867,13654,45,,Ari,HD  18191
434,18256,869,13702,46,rho,Ari,HD  18256
435,18293,872,13244,,nu.,Hyi,HD  18293
436,18296,873,13775,21,,Per,HD  18296
437,18322,874,13701,3,eta,Eri,HD  18322
438,18404,878,13834,47,,Ari,HD  18404
439,18411,879,13879,22,pi.,Per,HD  18411
440,18449,882,13905,24,,Per,HD  18449
441,18454,883,13782,4,,Eri,HD  18454
442,18519,887,13914,48,eps,Ari,HD  18519
444,18535,889,13835,6,,Eri,HD  18535
445,18604,896,13954,91,lam,Cet,HD  18604
446,18622,897,13847,,the01,Eri,HD  18622
448,18633,899,13951,5,,Eri,HD  18633
449,18692,901,13942,,zet,For,HD  18692
450,18760,904,14040,7,,Eri,HD  18760
451,18769,905,14109,49,,Ari,HD  18769
452,18784,907,14060,8,rho01,Eri,HD  18784
453,18803,,14150,51,,Ari,HD  18803
454,18866,909,13884,,bet,Hor,HD  18866
455,18883,910,14143,93,,Cet,HD  18883
456,18884,911,14135,92,alf,Cet,HD  18884
457,18907,914,14086,,eps,For,HD  18907
458,18925,915,14328,23,gam,Per,HD  18925
460,18953,917,14168,9,rho02,Eri,HD  18953
461,18970,918,14382,,k,Per,HD  18970
462,18978,919,14146,11,tau03,Eri,HD  18978
463,19058,921,14354,25,rho,Per,HD  19058
464,19107,925,14293,10,rho03,Eri,HD  19107
465,19134,927,14376,52,,Ari,HD  19134
467,19319,934,14240,,mu.,Hor,HD  19319
468,19356,936,14576,26,bet,Per,HD  19356
469,19373,937,14632,,iot,Per,HD  19373
470,19374,938,14514,53,,Ari,HD  19374
471,19400,939,14131,,the,Hyi,HD  19400
472,19460,940,14586,54,,Ari,HD  19460
473,19476,941,14668,27,kap,Per,HD  19476
474,19548,944,14677,55,,Ari,HD  19548
475,19656,947,14817,28,ome,Per,HD  19656
476,19787,951,14838,57,del,Ari,HD  19787
477,19832,954,14893,56,,Ari,HD  19832
478,19926,958,14915,,g,Tau,HD  19926
479,19994,962,14954,94,,Cet,HD  19994
480,20010,963,14879,,alf,For,HD  20010
481,20150,972,15110,58,zet,Ari,HD  20150
482,20315,982,15338,30,,Per,HD  20315
483,20320,984,15197,13,zet,Eri,HD  20320
484,20365,987,15404,29,,Per,HD  20365
485,20395,988,15244,14,,Eri,HD  20395
486,20418,989,15444,31,,Per,HD  20418
487,20559,992,15383,95,,Cet,HD  20559
488,20610,994,15382,15,,Eri,HD  20610
489,20618,995,15514,59,,Ari,HD  20618
490,20630,996,15457,96,kap,Cet,HD  20630
491,20663,1000,15557,60,,Ari,HD  20663
492,20677,1002,15648,32,l,Per,HD  20677
493,20720,1003,15474,16,tau04,Eri,HD  20720
494,20756,1005,15627,61,tau,Ari,HD  20756
495,20766,1006,15330,,zet01,Ret,HD  20766
496,20791,1007,15619,97,,Cet,HD  20791
497,20794,1008,15510,82,e,Eri,HD  20794
498,20807,1010,15371,,zet02,Ret,HD  20807
499,20825,1012,15696,62,,Ari,HD  20825
500,20893,1015,15737,63,,Ari,HD  20893
501,20902,1017,15863,33,alf,Per,HD  20902
502,21017,1022,15861,64,,Ari,HD  21017
503,21024,1025,15201,,iot,Hyi,HD  21024
504,21050,1027,15870,65,,Ari,HD  21050
505,21120,1030,15900,1,omi,Tau,HD  21120
506,21364,1038,16083,2,ksi,Tau,HD  21364
507,21423,1042,15987,,chi01,For,HD  21423
508,21428,1044,16244,34,,Per,HD  21428
509,21467,1048,16181,66,,Ari,HD  21467
510,21552,1052,16335,35,sig,Per,HD  21552
511,21574,1054,16112,,chi02,For,HD  21574
512,21635,1058,16156,,chi03,For,HD  21635
513,21686,1061,16322,4,s,Tau,HD  21686
514,21754,1066,16369,5,f,Tau,HD  21754
515,21770,1069,16499,36,,Per,HD  21770
516,21790,1070,16341,17,v,Eri,HD  21790
517,21933,1079,16511,6,t,Tau,HD  21933
518,22001,1083,16245,,kap,Ret,HD  22001
519,22049,1084,16537,18,eps,Eri,HD  22049
520,22091,1086,16664,7,,Tau,HD  22091
521,22192,1087,16826,37,psi,Per,HD  22192
522,22203,1088,16611,19,tau05,Eri,HD  22203
523,22374,,16859,9,,Tau,HD  22374
524,22470,1100,16803,20,,Eri,HD  22470
525,22484,1101,16852,10,,Tau,HD  22484
526,22663,1106,16870,,y,Eri,HD  22663
527,22713,1111,17027,21,,Eri,HD  22713
528,22789,1114,17007,,tau,For,HD  22789
529,22796,1115,17103,12,,Tau,HD  22796
530,22805,1118,17181,11,,Tau,HD  22805
531,22920,1121,17167,22,,Eri,HD  22920
532,22928,1122,17358,39,del,Per,HD  22928
533,22951,1123,17313,40,o,Per,HD  22951
534,23016,1126,17309,13,,Tau,HD  23016
535,23180,1131,17448,38,omi,Per,HD  23180
536,23183,1132,17408,14,,Tau,HD  23183
537,23227,1134,17304,,del,For,HD  23227
538,23230,1135,17529,41,nu.,Per,HD  23230
539,23249,1136,17378,23,del,Eri,HD  23249
540,23288,1140,17489,16,,Tau,HD  23288
541,23302,1142,17499,17,,Tau,HD  23302
542,23319,1143,17351,,h,Eri,HD  23319
543,23324,1144,17527,18,,Tau,HD  23324
544,23338,1145,17531,19,q,Tau,HD  23338
545,23363,1146,17457,24,,Eri,HD  23363
546,23401,1148,17959,,gam,Cam,HD  23401
547,23408,1149,17573,20,,Tau,HD  23408
548,23413,1150,17506,25,,Eri,HD  23413
549,23432,1151,17579,21,,Tau,HD  23432
550,23441,1152,17588,22,,Tau,HD  23441
551,23466,1153,17563,29,u,Tau,HD  23466
552,23480,1156,17608,23,,Tau,HD  23480
554,23614,1162,17593,26,pi.,Eri,HD  23614
556,23630,1165,17702,25,eta,Tau,HD  23630
557,23738,1171,17618,,sig,For,HD  23738
558,23754,1173,17651,27,tau06,Eri,HD  23754
559,23793,1174,17771,30,e,Tau,HD  23793
560,23817,1175,17440,,bet,Ret,HD  23817
561,23822,,17832,26,,Tau,HD  23822
562,23848,1177,17886,42,n,Per,HD  23848
563,23850,1178,17847,27,,Tau,HD  23850
564,23862,1180,17851,28,,Tau,HD  23862
565,23878,1181,17717,28,tau07,Eri,HD  23878
566,23940,1184,17738,,rho,For,HD  23940
567,24071,1189,17797,,f,Eri,HD  24071
569,24160,1195,17874,,g,Eri,HD  24160
570,24263,1199,18089,31,,Tau,HD  24263
571,24388,1202,18141,30,,Eri,HD  24388
572,24398,1203,18246,44,zet,Per,HD  24398
573,24512,1208,17678,,gam,Hyi,HD  24512
574,24534,1209,18350,,X,Per,HD  24534
575,24546,1210,18453,43,A,Per,HD  24546
576,24554,1211,18255,32,w,Eri,HD  24554
578,24587,1213,18216,33,tau08,Eri,HD  24587
579,24626,1214,18213,,i,Eri,HD  24626
580,24740,1218,18471,32,,Tau,HD  24740
581,24760,1220,18532,45,eps,Per,HD  24760
582,24769,1221,18485,33,,Tau,HD  24769
583,24912,1228,18614,46,ksi,Per,HD  24912
584,25025,1231,18543,34,gam,Eri,HD  25025
585,25204,1239,18724,35,lam,Tau,HD  25204
586,25267,1240,18673,36,tau09,Eri,HD  25267
587,25340,1244,18788,35,,Eri,HD  25340
588,25422,1247,18597,,del,Ret,HD  25422
589,25490,1251,18907,38,nu.,Tau,HD  25490
590,25555,1252,19009,36,,Tau,HD  25555
591,25558,1253,18957,40,,Tau,HD  25558
592,25604,1256,19038,37,A01,Tau,HD  25604
593,25642,1261,19167,47,lam,Per,HD  25642
594,25680,1262,19076,39,A02,Tau,HD  25680
595,25705,1264,18744,,gam,Ret,HD  25705
596,25728,1266,18772,,iot,Ret,HD  25728
597,25823,1268,19171,41,,Tau,HD  25823
598,25867,1269,19205,42,psi,Tau,HD  25867
599,25940,1273,19343,48,c,Per,HD  25940
600,25975,1277,19302,49,,Per,HD  25975
601,25998,1278,19335,50,,Per,HD  25998
602,26162,1283,19388,43,,Tau,HD  26162
603,26322,1287,19513,44,p,Tau,HD  26322
604,26409,1290,19483,37,,Eri,HD  26409
605,26462,1292,19554,45,,Tau,HD  26462
